"id","ad_title","date_activ","date_modif","date_expire","individual","price","flat_area","flat_rooms","flat_furnished","flat_rent","flat_deposit","flat_for_students","building_floor_num","flat_balcony","flat_utility_room","flat_garage","flat_basement","flat_garden","flat_tarrace","flat_lift","flat_two_level","flat_kitchen_sep","flat_air_cond","flat_nonsmokers","flat_washmachine","flat_dishwasher","flat_fridge","flat_cooker","flat_oven","flat_internet","flat_television","flat_anti_blinds","flat_monitoring","flat_closed_area","quarter"
2808,"Nowe mieszkanie 2 pok. na wynajem Marcelin",2019-06-10,2019-06-10,2019-07-10,FALSE,1800,40,2,FALSE,429,0,FALSE,7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,TRUE,"Marcelin"
5205,"3 pokoje na Łazarzu",2019-09-07,2019-09-07,2019-10-07,TRUE,2400,72,3,TRUE,400,3600,TRUE,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"Łazarz"
13660,"Poznań Malta- mieszkanie do wynajęcia + garaż",2020-07-20,2020-08-09,2020-08-19,,1800,42,-9,TRUE,400,3000,FALSE,4,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"Malta"
9322,"Mieszkanie 3-pokoje 55m², Poznań ul. Rolna",2020-02-22,2020-02-28,2020-03-23,,2300,55,3,TRUE,450,3000,TRUE,5,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,"Wilda"
12878,"Nowoczesne mieszkanie ul. Garbary",2020-06-26,2020-07-02,2020-07-26,FALSE,1800,45,2,FALSE,375,0,,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,"Centrum"
9387,"os. Batorego kawalerka 1100 zł + opłaty",2020-02-25,2020-03-06,2020-03-26,FALSE,1100,37,1,FALSE,400,0,FALSE,4,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,"Piątkowo"
16317,"Stylowo wykończone mieszkanie , blisko Sołacz, PST",2020-09-23,2020-09-23,2020-10-23,FALSE,1800,40,2,TRUE,320,2000,,0,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,"Piątkowo"
10401,"Umeblowane mieszkanie po remoncie + Vr",2020-04-06,2020-09-19,2020-10-03,FALSE,1800,51.8,2,FALSE,567,0,FALSE,6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,TRUE,FALSE,"Rataje"
13930,"Komfortowe mieszkanie z balkonem, ul. Saperska",2020-07-28,2020-08-21,2020-08-27,TRUE,2000,47,2,TRUE,370,2500,,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,,"Wilda"
2943,"Dalemińska 11A, Piątkowo, 2 pokoje, Bez Prowizji",2019-06-13,2019-06-28,2019-07-13,,1350,56,-9,FALSE,0,0,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Piątkowo"
6289,"Przytulna kawalerka na ul.Polanka",2019-10-11,2019-10-11,2019-11-10,FALSE,900,41,1,,0,0,FALSE,0,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Malta"
2614,"Apartament 2 pokojowy na wynajem Poznań",2019-06-04,2019-06-06,2019-07-04,,2500,43.3,2,FALSE,0,0,FALSE,5,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"Jeżyce"
9828,"Do najmu 2 pokojowe mieszkanie na Podolanach",2020-03-11,2020-05-25,2020-06-24,,1600,47,2,FALSE,0,1600,FALSE,2,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,"Podolany"
14224,"2-pokojowe na Ratajach 38m2 - czeka na Najemcę!",2020-08-05,2020-09-07,2020-10-04,FALSE,1200,38,2,TRUE,0,1600,TRUE,11,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,FALSE,FALSE,FALSE,"Rataje"
10174,"Atrakcyjny apartament na wynajem Poznań",2020-03-26,2020-04-10,2020-04-25,FALSE,2500,52,2,FALSE,500,0,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Łazarz"
12737,"Nowe mieszkanie, bezpośrednio, Vilda Park 2 pokoje",2020-06-22,2020-06-30,2020-07-22,TRUE,2500,37.54,2,TRUE,340,2500,FALSE,4,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Wilda"
3036,"Kawalerka w pobliżu Rynku Wildeckiego",2019-06-17,2019-06-17,2019-07-17,,900,26,2,,70,900,TRUE,4,FALSE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,TRUE,TRUE,FALSE,,TRUE,FALSE,FALSE,TRUE,"Rynek Wildecki"
1636,"Winogrady 53m2 - 2 pok. Za Cytadelą ,bez prowizji",2019-03-20,2019-07-25,2019-08-21,FALSE,2500,53,2,,350,5000,FALSE,3,TRUE,FALSE,,FALSE,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"Winogrady"
15214,"Jeżyce-urocze mieszkanie w super lokalizacji",2020-08-31,2020-09-16,2020-09-30,FALSE,2900,52,2,TRUE,458,3500,TRUE,4,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,"Jeżyce"
560,"Os. Piastowskie - blok obok Ronda Rataje - 2 pok.",2017-09-02,2020-05-31,2020-06-09,TRUE,1200,48,2,TRUE,800,1200,TRUE,16,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Rataje"
14452,"Mieszkanie - 2 pokoje, 45 m2, BEZPOŚREDNIO",2020-08-11,2020-08-11,2020-09-10,TRUE,1700,45,2,TRUE,315,3000,TRUE,4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Grunwald"
4551,"Mieszkanie po remoncie - odstępne 30tys + 900zł/mc",2019-08-12,2019-09-22,2019-10-22,TRUE,900,30,2,TRUE,900,0,,0,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,FALSE,FALSE,,"Sołacz"
15470,"Mieszkanie 2 pokojowe wolne od zaraz",2020-09-04,2020-09-24,2020-10-04,FALSE,1300,68,-9,TRUE,400,1700,TRUE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,"Łazarz"
9539,"*Mieszkanie na Piątkowie z miejscem w hali garażow",2020-03-02,2020-04-02,2020-05-01,FALSE,1700,62.2,2,FALSE,400,0,FALSE,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,"Piątkowo"
10990,"OKAZJA - 2 niezależne pokoje w CENTRUM, St. Browar",2020-05-01,2020-05-26,2020-05-31,TRUE,1800,-999,-9,TRUE,460,2700,TRUE,5,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,FALSE,TRUE,TRUE,"Górna Wilda"
10936,"Mieszkanie, 70 m², Poznań",2020-04-30,2020-07-29,2020-08-28,FALSE,1800,70,3,FALSE,0,1800,,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,"Górczyn"
7944,"Nowe mieszkanie w apartamentowcu - centrum/wilda",2019-12-31,2020-05-29,2020-06-28,FALSE,1840,32,1,FALSE,0,0,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,"Centrum"
10183,"⭐⭐⭐⭐⭐ Prezentacja online Virtual Tour",2020-03-27,2020-03-27,2020-04-26,FALSE,2500,78,2,TRUE,400,4000,FALSE,4,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,FALSE,FALSE,TRUE,"Jeżyce"
9272,"Wierzbowa 6, Stare Miasto, 2 pokoje, bez prowizji",2020-02-20,2020-04-24,2020-05-20,FALSE,1900,42,2,FALSE,0,0,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,"Stare Miasto"
15563,"2 pokojowe koło Ronda Rataje",2020-09-06,2020-09-06,2021-04-04,TRUE,1500,38,-9,TRUE,400,1500,TRUE,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Rataje"
14422,"Wynajmę bezczynszowe mieszkanie w kamienicy",2020-08-11,2020-08-28,2020-09-10,FALSE,2100,100,3,TRUE,0,2200,TRUE,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,,TRUE,FALSE,FALSE,TRUE,"Grunwald"
1055,"Duża kawalerka - umeblowana - jeżyce - od 1 wrześn",2018-08-31,2020-08-17,2020-09-16,FALSE,1100,44,1,FALSE,200,1100,FALSE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,"Jeżyce"
7204,"Kawalerka w dobrym stanie,od zaraz/Blisko Ronda",2019-11-21,2019-11-21,2019-12-21,,1200,,,TRUE,400,2000,TRUE,0,,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,,FALSE,FALSE,FALSE,TRUE,
3060,"Śniadeckich 3 pok, balkon, klimatyczne mieszkanko",2019-06-18,2019-08-08,2019-08-17,FALSE,2100,70,3,FALSE,0,0,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Grunwald"
12838,"Komfortowe mieszkanie 2 pokojowe w Centrum, 42m2",2020-06-25,2020-06-30,2020-07-25,FALSE,1800,42,2,TRUE,250,2000,TRUE,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Centrum"
3266,"Kawalerka w zrewitalizowanej kamienicy z windą",2019-06-27,2020-08-23,2020-09-01,TRUE,1400,,,TRUE,150,2000,TRUE,4,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,
8148,"Mieszkanie 3 pokojowe na Winogradach",2020-01-11,2020-01-29,2020-02-10,TRUE,1600,53,3,TRUE,550,2200,FALSE,4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,FALSE,FALSE,FALSE,"Winogrady"
4069,"Mieszkanie, 38 m², Poznań",2019-07-26,2019-08-13,2019-08-25,FALSE,1600,38,2,FALSE,0,0,FALSE,10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Rataje"
13796,"Oferta jest aktualna, zapraszamy :) 55 m2",2020-07-24,2020-08-05,2020-08-23,TRUE,1400,55,2,TRUE,0,3000,TRUE,2,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,TRUE,"Winogrady"
8521,"2 Pokoje Garbary",2020-01-24,2020-02-17,2020-02-23,,2250,40,2,TRUE,411,3500,FALSE,5,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,,TRUE,FALSE,TRUE,TRUE,"Stare Miasto"
218,"Bezpośrednio kawalerka najem Poznań Stare Miasto",2016-05-17,2019-06-20,2019-07-20,TRUE,1200,,-9,TRUE,400,1500,TRUE,4,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,
9690,"Mieszkanie, 55 m², Poznań",2020-03-05,2020-08-07,2020-09-01,FALSE,1350,55,2,FALSE,0,0,FALSE,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Górczyn"
8316,"Św. Marcin, 3 pomieszczenia z windą na BIURO",2020-01-17,2020-04-16,2020-05-16,FALSE,2500,-999,2,FALSE,0,0,FALSE,4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,"Centrum"
11027,"Wynajmę mieszkanie 3 pokojowe Grunwald ! 1 piętro",2020-05-02,2020-05-22,2020-06-01,TRUE,1500,50,3,TRUE,650,2000,FALSE,0,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Grunwald"
6335,"Mieszkanie, 52 m², Poznań",2019-10-14,2019-10-24,2019-11-13,FALSE,2450,52,3,TRUE,360,2450,FALSE,4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,FALSE,FALSE,FALSE,FALSE,"Grunwald"
8953,"2-pokojowe nowe, wysoki standard,Grunwald Marcelin",2020-02-09,2020-02-19,2020-03-10,TRUE,2000,53,2,TRUE,390,2000,FALSE,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Marcelin"
1621,"Marcelin 2 pokoje Ataner",2019-03-19,2019-12-02,2019-12-15,FALSE,2000,48,2,TRUE,490,2450,FALSE,6,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,"Grunwald"
4314,"Mieszkanie, 64 m², Poznań",2019-08-04,2019-08-04,2019-09-03,FALSE,1800,64,3,FALSE,0,0,FALSE,11,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,"Piątkowo"
13256,"Strzeszyn 4 pokoje",2020-07-07,2020-09-09,2020-10-09,FALSE,2500,-999,4,FALSE,600,3000,TRUE,3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,"Jeżyce"
4008,"Mieszkanie, 170 m², Poznań",2019-07-24,2019-08-23,2019-09-22,FALSE,1000,-999,11,,50000,0,FALSE,5,TRUE,FALSE,,FALSE,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,,TRUE,FALSE,FALSE,FALSE,"Garbary"
4163,"Grunwald, nowoczesny apartament z widokiem na park",2019-07-30,2019-08-19,2019-08-29,FALSE,2200,44.58,2,TRUE,321,3000,FALSE,6,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"Grunwald"
2962,"2 pokoje os. Bohaterów II Wojny Św. RATAJE",2019-06-14,2019-06-14,2019-07-14,FALSE,1400,38,2,TRUE,420,1700,TRUE,4,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,,TRUE,FALSE,FALSE,FALSE,"Rataje"
12678,"Duża kawalerka w nowym bloku na Rolnej /Wilda 33m2",2020-06-21,2020-07-15,2020-07-21,TRUE,1500,33,1,TRUE,275,1500,TRUE,5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,,TRUE,FALSE,FALSE,TRUE,"Wilda"
297,"3pok. dom ogród Winogrady bezpośrednio REZERWACJA",2016-09-19,2019-06-17,2019-07-06,TRUE,2300,65,3,TRUE,0,2300,,1,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,,"Winogrady"
8635,"Prądzyńskiego 51, Wilda, kawalerka, promocja 50%",2020-01-29,2020-06-19,2020-06-27,FALSE,1400,21,1,FALSE,0,0,FALSE,3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,FALSE,FALSE,FALSE,FALSE,"Wilda"
14038,"kawalerka 32m2, super lokalizacja ścisłe centrum",2020-08-01,2020-09-24,2020-09-30,TRUE,1400,,,TRUE,440,2000,TRUE,5,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,
